river_name,country,mouth_lat,mouth_lon,u_ms,v_ms,current_speed_ms
Peace,Canada,8081469.971920531,-12670756.231795998,,,
Peace,Canada,8072710.374504588,-12658526.30727036,,,
Mackenzie,Canada,8659325.852108117,-13098749.234972844,,,
Mackenzie,Canada,10699625.122629477,-15009867.903133692,,,
Slave,Canada,8644967.077748772,-12657515.3001762,,,
Mississippi,United States of America,3374595.134191817,-9936487.545752233,,,
Madison,United States of America,5553616.417491552,-12367426.925950322,,,
Madison,United States of America,5571417.240088712,-12390998.067152742,,,
Missouri,United States of America,5291908.183909967,-10971612.051035346,,,
Missouri,United States of America,4668994.163715918,-10033571.404397665,,,
Salinas,United States of America,4188844.587761559,-13393968.741977498,,,
Rio Batepito,Mexico,3588682.460701881,-12157773.406449,,,
